270.000000 	 199.999992 
270.148430 	 200.260689 
270.505417 	 200.885880 
270.659866 	 201.155434 
270.864166 	 201.511322 
271.068878 	 201.866936 
271.273956 	 202.222343 
271.479355 	 202.577545 
271.685143 	 202.932518 
271.891251 	 203.287308 
272.097679 	 203.641914 
272.304428 	 203.996315 
272.511475 	 204.350555 
272.718842 	 204.704590 
272.926392 	 205.058510 
273.134331 	 205.412201 
273.342453 	 205.765778 
273.550804 	 206.119217 
273.759453 	 206.472473 
273.968399 	 206.825546 
274.177460 	 207.178551 
274.386818 	 207.531372 
274.596336 	 207.884102 
274.806061 	 208.236717 
275.015923 	 208.589241 
275.226036 	 208.941605 
275.436264 	 209.293900 
275.646652 	 209.646103 
275.857155 	 209.998215 
276.067863 	 210.350212 
276.278618 	 210.702187 
276.489578 	 211.054024 
276.700562 	 211.405838 
276.911659 	 211.757584 
277.122803 	 212.109306 
277.334152 	 212.460915 
277.545433 	 212.812546 
277.756897 	 213.164085 
277.968292 	 213.515648 
278.179756 	 213.867165 
278.391289 	 214.218636 
278.602776 	 214.570129 
278.814331 	 214.921600 
279.025909 	 215.273048 
279.237419 	 215.624542 
279.448952 	 215.976013 
279.660370 	 216.327553 
279.871857 	 216.679047 
280.083321 	 217.030563 
280.294601 	 217.382195 
280.505882 	 217.733826 
280.717186 	 218.085434 
280.928284 	 218.437180 
281.139313 	 218.788948 
281.350227 	 219.140785 
281.561073 	 219.492668 
281.771873 	 219.844597 
281.982468 	 220.196640 
282.192947 	 220.548752 
282.403336 	 220.900932 
282.613564 	 221.253204 
282.823586 	 221.605591 
283.033539 	 221.958023 
283.243240 	 222.310616 
283.452873 	 222.663254 
283.662346 	 223.015984 
283.871635 	 223.368828 
284.080742 	 223.721809 
284.289574 	 224.074951 
284.498314 	 224.428139 
284.706871 	 224.781441 
284.915154 	 225.134926 
285.123390 	 225.488434 
285.331261 	 225.842148 
285.539108 	 226.195885 
285.746613 	 226.549828 
285.953934 	 226.903885 
286.161072 	 227.258057 
286.368073 	 227.612320 
286.574799 	 227.966743 
286.781410 	 228.321259 
286.987701 	 228.675957 
287.193878 	 229.030724 
287.399849 	 229.385628 
287.605614 	 229.740646 
287.811150 	 230.095802 
288.016548 	 230.451050 
288.221718 	 230.806435 
288.426773 	 231.161888 
288.631531 	 231.517525 
288.836266 	 231.873184 
289.040726 	 232.229004 
289.244980 	 232.584961 
289.449097 	 232.940987 
289.653053 	 233.297127 
289.856918 	 233.653313 
290.060555 	 234.009636 
290.264076 	 234.366028 
290.467484 	 234.722511 
290.670731 	 235.079086 
290.873840 	 235.435730 
291.076904 	 235.792419 
291.279808 	 236.149200 
291.482529 	 236.506096 
291.685249 	 236.862991 
291.887787 	 237.220001 
292.090279 	 237.577034 
292.292747 	 237.934090 
292.495056 	 238.291237 
292.697273 	 238.648453 
292.899467 	 239.005669 
293.101524 	 239.362976 
293.303673 	 239.720238 
293.505684 	 240.077568 
293.707649 	 240.434944 
293.909615 	 240.792320 
294.111557 	 241.149719 
294.313431 	 241.507141 
294.515327 	 241.864563 
294.717201 	 242.222008 
294.919052 	 242.579453 
295.120903 	 242.936897 
295.322823 	 243.294319 
295.524696 	 243.651764 
295.726570 	 244.009209 
295.928535 	 244.366608 
296.130432 	 244.724052 
296.332397 	 245.081451 
296.534431 	 245.438828 
296.736580 	 245.796135 
296.938705 	 246.153465 
297.140831 	 246.510773 
297.343071 	 246.868034 
297.545357 	 247.225273 
297.747620 	 247.582512 
297.950066 	 247.939659 
298.152534 	 248.296783 
298.355072 	 248.653862 
298.557678 	 249.010918 
298.760468 	 249.367859 
298.963211 	 249.724823 
299.166115 	 250.081696 
299.369133 	 250.438522 
299.572151 	 250.795326 
299.775352 	 251.152039 
299.978622 	 251.508705 
300.181961 	 251.865326 
300.385437 	 252.221878 
300.589073 	 252.578339 
300.792732 	 252.934776 
300.996597 	 253.291100 
301.200462 	 253.647423 
301.404533 	 254.003632 
301.608627 	 254.359818 
301.812973 	 254.715866 
302.017319 	 255.071915 
302.221939 	 255.427803 
302.426537 	 255.783714 
302.631340 	 256.139488 
302.836235 	 256.495216 
303.041290 	 256.850853 
303.246437 	 257.206444 
303.451721 	 257.561943 
303.657166 	 257.917351 
303.862701 	 258.272713 
304.068443 	 258.627937 
304.274300 	 258.983116 
304.480247 	 259.338226 
304.686310 	 259.693268 
304.892647 	 260.048149 
305.098984 	 260.403030 
305.305504 	 260.757797 
305.512253 	 261.112427 
305.719025 	 261.467056 
305.925957 	 261.821594 
306.133141 	 262.175972 
306.340347 	 262.530327 
306.547806 	 262.884544 
306.755287 	 263.238739 
306.962997 	 263.592796 
307.170822 	 263.946785 
307.378807 	 264.300682 
307.587021 	 264.654442 
307.795280 	 265.008179 
308.003746 	 265.361801 
308.212303 	 265.715355 
308.421021 	 266.068817 
308.629967 	 266.422142 
308.839096 	 266.775352 
309.048294 	 267.128517 
309.257607 	 267.481613 
309.467285 	 267.834503 
309.676895 	 268.187416 
309.886757 	 268.540192 
310.096802 	 268.892853 
310.307007 	 269.245422 
310.517395 	 269.597878 
310.727921 	 269.950241 
310.938606 	 270.302513 
311.149521 	 270.654648 
311.360619 	 271.006668 
311.571762 	 271.358665 
311.783180 	 271.710503 
311.994804 	 272.062202 
312.206474 	 272.413879 
312.418488 	 272.765350 
312.630615 	 273.116753 
312.842972 	 273.468018 
313.055489 	 273.819168 
313.268166 	 274.170227 
313.481117 	 274.521126 
313.694252 	 274.871910 
313.907570 	 275.222580 
314.121117 	 275.573112 
314.334846 	 275.923531 
314.548851 	 276.273788 
314.763039 	 276.623932 
314.977455 	 276.973938 
315.192078 	 277.323807 
315.406952 	 277.673515 
315.622032 	 278.023109 
315.837433 	 278.372498 
316.053040 	 278.721771 
316.268898 	 279.070885 
316.485031 	 279.419838 
316.701416 	 279.768631 
316.918098 	 280.117241 
317.135078 	 280.465668 
317.352264 	 280.813957 
317.569817 	 281.162018 
317.787712 	 281.509872 
318.005768 	 281.857613 
318.224304 	 282.205055 
318.443069 	 282.552361 
318.662201 	 282.899437 
318.881744 	 283.246262 
319.101540 	 283.592926 
319.321770 	 283.939316 
319.542366 	 284.285477 
319.763351 	 284.631386 
319.984772 	 284.977020 
320.206535 	 285.322449 
320.428825 	 285.667534 
320.651436 	 286.012413 
320.874664 	 286.356903 
321.098259 	 286.701164 
321.322380 	 287.045082 
321.547028 	 287.388657 
321.772156 	 287.731911 
321.997833 	 288.074821 
322.224174 	 288.417297 
322.450974 	 288.759476 
322.678436 	 289.101219 
322.906517 	 289.442551 
323.135307 	 289.783424 
323.364761 	 290.123840 
323.594879 	 290.463821 
323.825867 	 290.803230 
324.057449 	 291.142227 
324.289948 	 291.480606 
324.523224 	 291.818459 
324.757439 	 292.155670 
324.992569 	 292.492264 
325.228661 	 292.828194 
325.465714 	 293.163460 
325.703796 	 293.498016 
325.943047 	 293.831749 
326.183395 	 294.164703 
326.424934 	 294.496811 
326.667778 	 294.827980 
326.911903 	 295.158257 
327.157425 	 295.487503 
327.404526 	 295.815605 
327.653069 	 296.142632 
327.903259 	 296.468445 
328.155144 	 296.792976 
328.408882 	 297.116089 
328.664497 	 297.437759 
328.922104 	 297.757851 
329.181885 	 298.076225 
329.443932 	 298.392769 
329.708267 	 298.707458 
329.975258 	 299.019951 
330.244881 	 299.330223 
330.517365 	 299.638046 
330.792870 	 299.943260 
331.071625 	 300.245567 
331.353836 	 300.544762 
331.639709 	 300.840523 
331.929428 	 301.132622 
332.223244 	 301.420692 
332.521500 	 301.704277 
332.824425 	 301.983032 
333.132271 	 302.256500 
333.445381 	 302.524086 
333.764053 	 302.785217 
334.088562 	 303.039276 
334.419182 	 303.285599 
334.756210 	 303.523338 
335.099899 	 303.751648 
335.450455 	 303.969612 
335.807945 	 304.176430 
336.172462 	 304.371048 
336.544006 	 304.552368 
336.922325 	 304.719704 
337.307190 	 304.872002 
337.698189 	 305.008598 
338.094727 	 305.128967 
338.496185 	 305.232628 
338.901855 	 305.319489 
339.310982 	 305.389572 
339.722763 	 305.443336 
340.136467 	 305.481194 
340.551407 	 305.503990 
340.967010 	 305.512527 
341.382774 	 305.507835 
341.798309 	 305.490852 
342.213318 	 305.462746 
342.627525 	 305.424454 
343.040840 	 305.377075 
343.453125 	 305.321457 
343.864357 	 305.258675 
344.274559 	 305.189461 
344.683731 	 305.114594 
345.091759 	 305.034851 
345.499329 	 304.950806 
345.905594 	 304.863213 
346.311562 	 304.772438 
346.716614 	 304.679123 
347.121162 	 304.583679 
347.525253 	 304.486519 
347.928932 	 304.388008 
348.332314 	 304.288513 
348.735443 	 304.188354 
349.138412 	 304.087830 
349.541267 	 303.987144 
349.944099 	 303.886597 
350.346931 	 303.786392 
350.749832 	 303.686737 
351.152847 	 303.587814 
351.556023 	 303.489807 
351.959381 	 303.392876 
352.363037 	 303.297134 
352.766762 	 303.202812 
353.170921 	 303.109955 
353.575447 	 303.018677 
353.979996 	 302.929184 
354.385094 	 302.841499 
354.790489 	 302.755714 
355.196251 	 302.671967 
355.602379 	 302.590302 
356.008873 	 302.510834 
356.415733 	 302.433609 
356.822960 	 302.358719 
357.230576 	 302.286209 
357.638557 	 302.216148 
358.046928 	 302.148605 
358.455620 	 302.083649 
358.864700 	 302.021301 
359.274124 	 301.961609 
359.683868 	 301.904663 
360.093933 	 301.850464 
360.504318 	 301.799057 
360.915001 	 301.750511 
361.325958 	 301.704849 
361.737167 	 301.662094 
362.148628 	 301.622292 
362.560318 	 301.585487 
362.972214 	 301.551682 
363.384315 	 301.520943 
363.796577 	 301.493248 
364.209000 	 301.468666 
364.621536 	 301.447174 
365.034187 	 301.428864 
365.446907 	 301.413712 
365.859695 	 301.401718 
366.272530 	 301.392975 
366.685364 	 301.387436 
367.098198 	 301.385124 
367.510986 	 301.386086 
367.923706 	 301.390320 
368.336357 	 301.397873 
368.748894 	 301.408699 
369.161293 	 301.422844 
369.573509 	 301.440331 
369.985542 	 301.461136 
370.397346 	 301.485306 
370.808922 	 301.512863 
371.220200 	 301.543762 
371.631180 	 301.578026 
372.041817 	 301.615700 
372.452110 	 301.656761 
372.861992 	 301.701233 
373.271484 	 301.749092 
373.680496 	 301.800385 
374.089531 	 301.855156 
374.496849 	 301.913155 
374.904579 	 301.974724 
375.311531 	 302.039703 
375.717888 	 302.108093 
376.123604 	 302.179916 
376.528679 	 302.255173 
376.933067 	 302.333862 
377.336746 	 302.415985 
377.739670 	 302.501541 
378.141815 	 302.590530 
378.543159 	 302.682930 
378.943657 	 302.778786 
379.343307 	 302.878052 
379.742043 	 302.980728 
380.139839 	 303.086838 
380.536697 	 303.196358 
380.932549 	 303.309311 
381.327393 	 303.425652 
381.721184 	 303.545403 
382.113899 	 303.668541 
382.505493 	 303.795067 
382.895943 	 303.925003 
383.285225 	 304.058304 
383.673317 	 304.194969 
384.060150 	 304.334999 
384.445724 	 304.478371 
384.830017 	 304.625107 
385.212982 	 304.775185 
385.594574 	 304.928604 
385.974792 	 305.085320 
386.353592 	 305.245354 
