63.41590881347656	535.7613525390625	44	-200.1
256.09881591796875	502.927734375	43	-200.1
57.92503356933594	471.4009094238281	44	-200.1
231.0	437.5	44	-200.1
54.003910064697266	408.5721130371094	43	-200.1
343.709716796875	406.65252685546875	44	-200.1
408.8812255859375	403.78729248046875	44	-200.1
369.15948486328125	347.08416748046875	44	-200.1
51.0	344.5	44	-200.1
506.020751953125	324.38525390625	45	-200.1
244.5	322.1551818847656	44	-200.1
461.0	282.5	40	-200.1
125.0	229.0	43	-200.1
340.2464904785156	194.04930114746094	42	-200.1
171.7286376953125	186.6708984375	44	-200.1
401.6174011230469	166.9777374267578	43	-200.1
213.86627197265625	141.5406951904297	43	-200.1
27.949630737304688	112.20516204833984	44	-200.1
252.53378295898438	95.83942413330078	43	-200.1
465.3905944824219	74.99083709716797	46	-200.1
76.44023132324219	70.64140319824219	44	-200.1
403.16571044921875	52.171470642089844	49	-200.1
136.3737335205078	44.01523971557617	44	-200.1
